species	Family	mean_temp	litter_or_clutch_size_n	GenerationLength_d	geoArea_km2	BodyMassKg_notInputed	DispDist_notInputed
Herpestes_ichneumon	Herpestidae	179.247600767754	2.955	2731.95905	14647912.92	5.175	21.382364
Herpestes_javanicus	Herpestidae	236.791666666667	2.21	1472.701	2148711.504	0.75	4.865256
Herpestes_sanguineus	Herpestidae	218.2	2.23	1421.102183	16998076.92	0.55	4.459401
Herpestes_urva	Herpestidae	205	3	1669.307222	4098703.047	1.8632	6.614284
Heterocephalus_glaber	Heterocephalidae	230.909090909091	8.95	2023.309775	1367566.559	0.055	0.664961
Heterohyrax_brucei	Procaviidae	210.875	1.89	2139.1548	6011529.274	2.625	5.045814
Heteromys_anomalus	Heteromyidae	251.962962962963	2.415	873.5194667	311516.0443	0.07	0.359902
Heteromys_desmarestianus	Heteromyidae	211.603550295858	3.185	873.5194667	482513.0542	0.0725	0.393431
Heteromys_gaumeri	Heteromyidae	257.138888888889	2.95	873.5194667	168924.6655	0.0636	0.299088
Heteromys_nelsoni	Heteromyidae	105	NA	873.5194667	484.8166686	0.0542	0.077362
Heteromys_oresterus	Heteromyidae	136.5	3.705	873.5194667	1344.387512	0.0748	0.115193
Hipposideros_beatus	Hipposideridae	250.521739130435	NA	1834.2256	1657862.776	0.0067	0.203758
Hipposideros_bicolor	Hipposideridae	257	0.99	1834.2256	1605605.439	0.0076	0.219428
Hipposideros_caffer	Hipposideridae	230.776315789474	0.995	1834.2256	6420240.343	0.0094	0.33931
Hipposideros_cervinus	Hipposideridae	252.108910891089	0.995	1834.2256	1991170.428	0.0093	0.261711
Hipposideros_cineraceus	Hipposideridae	234.545454545455	0.98	1834.2256	2226726.874	0.0047	0.172908
Hipposideros_galeritus	Hipposideridae	255.875	0.99	1834.2256	2373124.752	0.0082	0.250693
Hipposideros_gigas	Hipposideridae	253.142857142857	1	1834.2256	3623019.041	0.1665	1.902142
Hipposideros_griffini	NA	NA	NA	NA	NA	NA	NA
Hipposideros_larvatus	Hipposideridae	244.969696969697	0.98	1834.2256	3325759.071	0.0199	0.476721
Hipposideros_pomona	Hipposideridae	218.833333333333	0.99	1834.2256	2870005.999	0.0062	0.218238
Hipposideros_pratti	Hipposideridae	NA	NA	1834.2256	2260395.89	0.056	0.852804
Hipposideros_ridleyi	Hipposideridae	NA	0.98	1834.2256	221968.5615	0.0088	0.157273
Hipposideros_ruber	Hipposideridae	230.507246376812	1	1834.2256	9178565.098	0.0101	0.383851
Hippotragus_niger	Bovidae	220.052631578947	1	3053.3552	3049412.571	227.4993	51.209238
Holochilus_brasiliensis	Cricetidae	189.42	3.44	766.22453	2903264.597	0.155	1.470198
Holochilus_chacarius	Cricetidae	223.790322580645	3.44	766.22453	773394.8405	0.204	1.293907
Holochilus_sciureus	Cricetidae	256	5	766.22453	9439567.539	0.171	2.006646
Hoolock_hoolock	Hylobatidae	NA	NA	4745	322348.0682	6.5	7.833532
Hoolock_leuconedys	Hylobatidae	NA	NA	5418.846154	283775.177	7.2	8.082375
Hsunycteris_thomasi	Phyllostomidae	255.223300970874	0.99	2064.27635	NA	NA	NA
Hyaena_brunnea	Hyaenidae	205.384615384615	2.3	3102.621667	NA	32.2003	72.92068
Hyaena_hyaena	Hyaenidae	212.875151515152	2.5	3351.042633	23680304.38	41.7051	101.021543
Hybomys_univittatus	Muridae	222.028301886792	2.4	624.3996409	2270905.355	0.0476	0.63525
Hydromys_chrysogaster	Muridae	168.962264150943	3.8	824.9033333	4015607.543	0.3535	3.155331
Hydropotes_inermis	Cervidae	141.428571428571	3	2190	182963.171	14	5.982606
Hylaeamys_megacephalus	Cricetidae	253.548387096774	4.02	470.3622	6045366.167	0.0578	0.977013
Hylaeamys_yunganus	Cricetidae	245.535714285714	NA	470.3622	5368829.069	0.0605	0.977615
Hylobates_agilis	Hylobatidae	268	1	5475	390916.1317	5.65	5.169711
Hylobates_klossii	Hylobatidae	NA	1	5475	6085.49274	5.8	1.950603
Hylobates_lar	Hylobatidae	255.363636363636	1	5475	645755.4381	4.892	1.2
Hylobates_moloch	Hylobatidae	233	1	5370.714286	39746.7368	6.5	2.79697
Hylobates_pileatus	Hylobatidae	NA	1	5475	123078.2088	5.44	4.26457
Hylomys_suillus	Erinaceidae	200.692307692308	2.36	1202.925238	1717467.989	0.0658	0.566171
Hylomyscus_aeta	Muridae	229	4.18	624.3996409	2653113.811	0.0251	0.506333
Hylomyscus_alleni	Muridae	251.422535211268	3	624.3996409	1530971.926	0.0187	0.379659
Hylomyscus_arcimontensis	NA	NA	NA	NA	NA	NA	NA
Hylomyscus_denniae	Muridae	NA	4.61	624.3996409	498902.4907	0.03	0.391063
Hylomyscus_endorobae	NA	NA	NA	NA	NA	NA	NA
Hylomyscus_pamfi	NA	NA	NA	NA	NA	NA	NA
Hylomyscus_parvus	Muridae	NA	NA	624.3996409	498530.8247	0.0127	0.238553
Hylomyscus_stella	Muridae	226	3.055	624.3996409	1343493.5	0.0202	0.385839
Hylomyscus_walterverheyeni	NA	NA	NA	NA	NA	NA	NA
Hystrix_brachyura	Hystricidae	NA	1.455	2713.29805	5843936.316	8.45	9.564075
Ia_io	Vespertilionidae	NA	NA	2051.666208	1519414.534	0.0492	0.720217
Ictidomys_parvidens	NA	NA	NA	NA	NA	NA	NA
Ictidomys_tridecemlineatus	Sciuridae	95.3572593800979	8.09	1059.5661	3682875.273	0.1317	0.45389
Indri_indri	Indriidae	200.733333333333	1.005	4015	30388.20059	8	2.754921
Inia_araguaiaensis	NA	NA	NA	NA	NA	NA	NA
Inia_geoffrensis	NA	NA	NA	NA	882152.4692	129.25	100.981342
Isothrix_bistriata	Echimyidae	NA	0.97	739.0095889	1498928.713	0.445	1.403035
Isthmomys_pirrensis	Cricetidae	219.7	2.915	766.22453	5273.984656	0.138	0.352018
Jaculus_blanfordi	Dipodidae	200.769230769231	4.19	919.8561	1312739.647	0.0547	0.428479
Jaculus_jaculus	Dipodidae	212.697142857143	3.24	919.8561	8179876.274	0.0566	0.64817
Jaculus_orientalis	Dipodidae	191.103448275862	2.5	919.8561	436252.3061	0.138	0.563043
Juscelinomys_huanchacae	Cricetidae	NA	NA	589.3882991	142.6319204	0.1099	0.141633
Kerivoula_hardwickii	Vespertilionidae	237.882352941176	1	1825	4094400.702	0.0046	0.194505
Kerivoula_intermedia	Vespertilionidae	251	NA	1825	883051.5585	0.0036	0.119304
Kerivoula_minuta	Vespertilionidae	244.75	NA	1825	145376.969	0.0021	0.057151
Kerivoula_papillosa	Vespertilionidae	244.666666666667	0.98	1825	800353.3714	0.0098	0.222315
Kerivoula_pellucida	Vespertilionidae	260.166666666667	NA	1825	1229582.585	0.0041	0.139316
Kerivoula_titania	Vespertilionidae	NA	NA	1825	568129.3903	0.0046	0.126975
Kerivoula_whiteheadi	Vespertilionidae	234.153846153846	NA	1825	217296.5965	0.0039	0.092792
Kobus_ellipsiprymnus	Bovidae	216.654545454545	1.05	3821.3904	9061556.367	210.0003	61.984916
Kobus_leche	Bovidae	222	1	2660.837833	203547.8621	110.749	19.181135
Kogia_sima	Physeteridae	NA	1	4380	NA	183.0667	307.578442
Laephotis_botswanae	Vespertilionidae	190.5	NA	2055.239876	334481.8384	0.0072	0.151041
Laephotis_namibensis	Vespertilionidae	NA	NA	2055.239876	27997.78294	0.0077	0.092305
Lagenorhynchus_albirostris	Delphinidae	NA	1	5667.52995	13025231.34	180	223.442564
Lagenorhynchus_obliquidens	Delphinidae	NA	1	6687.11855	15849417.05	120	179.635195
Lagidium_peruanum	Chinchillidae	58.2121212121212	1	2388.1518	NA	1.22	1.841889
Lagorchestes_conspicillatus	Macropodidae	261.787709497207	1	1100.21785	1904235.747	3.05	4.27673
Lagothrix_lagotricha	Atelidae	260.571428571429	1	5475	663456.8988	6.7889	14.388946
Lagurus_lagurus	Cricetidae	32	4.5	440.925	4703941.514	0.0203	0.326514
Lama_glama	Camelidae	66.1649484536082	1	4064.145	NA	142.5	33.113575
Lama_guanicoe	NA	NA	NA	NA	1665138.699	120	31.565371
Lasiopodomys_brandtii	Cricetidae	NA	6	589.3882991	818560.9138	0.0938	0.521157
Lasiurus_blossevillii	Vespertilionidae	NA	3.06	2051.666208	18658734.14	0.013	0.526197
Lasiurus_cinereus	Vespertilionidae	128.546448087432	2	2051.666208	21230182.78	0.0253	0.830074
Lasiurus_ega	Vespertilionidae	232.688172043011	2.07	2051.666208	15909914.85	0.0132	0.513411
Lasiurus_xanthinus	Vespertilionidae	NA	2.07	2051.666208	1750948.69	0.0107	0.278554
Lemmus_lemmus	Cricetidae	12.4849557522124	5.12	308.1925	752042.4699	0.0475	0.351433
Lemmus_sibiricus	Cricetidae	-140.533333333333	5.769375	308.1925	2156727.773	0.0523	0.835217
Lemmus_trimucronatus	Cricetidae	NA	6.39	308.1925	5546034.074	0.0805	1.163914
Lemniscomys_striatus	Muridae	220.418326693227	4.54	476.46485	4480777.036	0.0416	0.75807
Lemur_catta	Lemuridae	238.5	1.105	2920	101010.9123	2.9	2.720201
Leopardus_pardalis	Felidae	236.077464788732	1.66	3011.876283	14758874.52	11.9001	12.5
Leopoldamys_edwardsi	Muridae	153.863636363636	1.94	639.6318318	2079139.173	0.3	1.99949
Leopoldamys_neilli	Muridae	NA	NA	639.6318318	110435.2029	0.219	0.885302
Leopoldamys_sabanus	Muridae	239.12	3.33	639.6318318	2570134.956	0.3383	2.242824
Lepilemur_aeeclis	Lepilemuridae	NA	NA	1637.770967	6157.367554	0.8675	0.619244
Lepilemur_ankaranensis	Lepilemuridae	NA	1	1637.770967	1452.425462	0.75	0.418317
Lepilemur_dorsalis	Lepilemuridae	NA	1	1637.770967	9662.859145	0.855	0.677082
Lepilemur_edwardsi	Lepilemuridae	NA	1	1637.770967	9167.501059	0.8775	0.531106
Lepilemur_leucopus	Lepilemuridae	NA	1	1524.622233	1970.896444	0.525	0.211489
Lepilemur_mustelinus	Lepilemuridae	201.25	1	1750.9197	26038.03015	1	0.510784
Lepilemur_randrianasoloi	Lepilemuridae	NA	NA	1637.770967	1904.885027	0.78	0.453255
Lepilemur_ruficaudatus	Lepilemuridae	NA	1	1637.770967	16081.81517	0.75	0.703054
Lepilemur_sahamalazensis	Lepilemuridae	NA	NA	1637.770967	1150.901236	0.7895	0.409255
Lepilemur_septentrionalis	Lepilemuridae	NA	1	1637.770967	143.2859297	0.75	0.212764
Leptonychotes_weddellii	Phocidae	NA	1	4015	21424761.42	360	388.430726
Lepus_americanus	Leporidae	25.6584659913169	3.41	1105.95	9497587.557	1.71	14.45558333
Lepus_arcticus	Leporidae	-125.724137931034	3.96	1076.0918	3890154.741	4.405	15.703863
Lepus_capensis	Leporidae	206.214788732394	2.51	1047.27668	11310020.31	3.2617	10.661033
Lepus_castroviejoi	Leporidae	78.0444444444445	1.95	1047.27668	4984.68731	2.75	1.118748
Lepus_comus	Leporidae	NA	2.75	1047.27668	418844.8078	1.46	2.053191
Lepus_coreanus	Leporidae	110	NA	1047.27668	218844.3235	1.7	1.941121
Lepus_corsicanus	Leporidae	NA	2.44	1047.27668	52155.2927	3	1.94883
Lepus_europaeus	Leporidae	85.9082820881853	2.44	730	10246087.72	3.74	17.353
Lepus_granatensis	Leporidae	136.426026336174	2.44	1047.27668	412654.8801	4.01	3.575448
Lepus_hainanus	Leporidae	NA	NA	1047.27668	34136.05807	2	1.421636
Lepus_mandshuricus	Leporidae	NA	2.26	1047.27668	1065715.73	1.8	2.819767
Lepus_oiostolus	Leporidae	40.125	3.06	1047.27668	2844288.27	3	4.621408
Lepus_peguensis	Leporidae	244.8	NA	1047.27668	1262219.845	2.105	3.18875
Lepus_sinensis	Leporidae	NA	NA	1047.27668	969653.9325	1.51	2.507407
Lepus_timidus	Leporidae	64.6539659278256	3.16	1047.27668	19903891.22	3.048	15.808528
Lepus_tolai	Leporidae	53.2380952380952	2.755	1047.27668	7756123.175	1.589	4.040593
Lepus_townsendii	Leporidae	59.9148936170213	4.405	1097.83525	3453768.946	1.555	3.35267
Lepus_yarkandensis	Leporidae	NA	3.9	1047.27668	582617.1952	1.5	2.238002
Liomys_irroratus	Heteromyidae	203.13446969697	4.11	873.5194667	612740.5647	0.05	0.345886
Liomys_pictus	Heteromyidae	236.390350877193	3.585	873.5194667	443659.4885	0.04	0.285194
Liomys_salvini	Heteromyidae	245.96511627907	3.56	873.5194667	171523.532	0.042	0.307054
Lonchophylla_robusta	Phyllostomidae	237.222222222222	0.98	2064.27635	1130885.404	0.0172	0.338934
Lontra_felina	Mustelidae	112.75	2.895	3650	205785.5483	30.6	29.213834
Lontra_provocax	Mustelidae	78.046511627907	NA	3650	125730.3467	7.5	10.638987
Lophostoma_silvicolum	Phyllostomidae	249.893939393939	0.99	2064.27635	12305722.13	0.0297	0.77684
Lophuromys_chrysopus	Muridae	187.75	2.305	624.3996409	113687.4455	0.0431	0.34995
Lophuromys_flavopunctatus	Muridae	159.837837837838	2.305	624.3996409	2143090.021	0.06	0.797948
Loris_lydekkerianus	Lorisidae	249.333333333333	1.37	2278.1475	213848.0871	0.235	1.288422
Loxodonta_africana	Elephantidae	218.607843137255	1	9125	3404942.935	3940.0343	491.815389
Lutra_lutra	Mustelidae	81.3592614563251	2.035	2772.962083	27338942.12	8.7851	61.635599
Lutreolina_crassicaudata	Didelphidae	190.887640449438	8	843.3734222	2543554.148	0.5373	0.956939
Lutrogale_perspicillata	Mustelidae	241	4.12	3650	5162805.212	9.4833	27.878601
Lycaon_pictus	Canidae	219.12	7.495	2034.717	1287164.326	22.0501	117.15
Lynx_canadensis	Felidae	-15.0988654781199	3.19	3391.958167	8158748.111	9.3732	52.198157
Lynx_lynx	Felidae	23.6856111862878	2.25	3338.239417	20843161.23	17.95	66.825
Lynx_pardinus	Felidae	148.415094339623	2.5	1578.34	1207.752132	9.4	4.765393
Lynx_rufus	Felidae	106.358863495985	2.53	3810.032222	9908588.854	8.9041	70.5
Macaca_assamensis	Cercopithecidae	186	NA	4572.989586	1824334.907	12	16.201778
Macaca_fascicularis	Cercopithecidae	257.203703703704	1	5076.8362	2743076.39	3.9915	9.397642
Macaca_mulatta	Cercopithecidae	234.645161290323	1	5058.9	7573772.74	3.713	11.22546
Macaca_nemestrina	Cercopithecidae	255.571428571429	1	4015	1384379.543	6.2965	10.536236
Macaca_silenus	Cercopithecidae	218	1	5509.018	28252.4713	4.75	4.113548
Macaca_thibetana	Cercopithecidae	116	1	3285	1337095.781	12	15.150419
Macaca_tonkeana	Cercopithecidae	NA	NA	4745	82435.84536	9	7.035929
Macroglossus_minimus	Pteropodidae	250.032258064516	0.99	1553.790873	3636831.541	0.0164	0.274544
Macroglossus_sobrinus	Pteropodidae	245.529411764706	1	1553.790873	2463598.599	0.0221	0.297593
Macroscelides_micus	NA	NA	NA	NA	956.8082087	NA	NA
Macroscelides_proboscideus	Macroscelididae	176.307692307692	1.6	995.97395	533970.4237	0.0382	3.013174
Macrotarsomys_bastardi	Nesomyidae	NA	2.49	604.575	153913.1412	0.0295	0.191797
Madoqua_guentheri	Bovidae	NA	1	1931.482667	1287917.908	7.5	4.110062
Makalata_macrura	Echimyidae	NA	NA	739.0095889	2490162.608	0.439	1.553868
Malacomys_cansdalei	Muridae	NA	2.91	624.3996409	243864.1398	0.071	0.549774
Malacomys_edwardsi	Muridae	257.58064516129	2.685	624.3996409	488755.2993	0.065	0.536298
Malacomys_longipes	Muridae	227.241379310345	2.91	624.3996409	1234558.103	0.0956	0.925858
Mandrillus_leucophaeus	Cercopithecidae	NA	1	3650	44686.45876	15	8.268394
Mandrillus_sphinx	Cercopithecidae	262	1.045	3650	329278.3748	18.2499	14.245361
Manis_javanica	Manidae	249.7	1	1825	2348569.247	5.15	15.721673
Manis_pentadactyla	Manidae	212	1	1825	2699514.585	4.675	15.224671
Marmosa_constantiae	Didelphidae	NA	8	642.840025	1316647.589	NA	NA
Marmosa_demerarae	Didelphidae	NA	7.645	843.3734222	7925218.828	NA	NA
Marmosa_lepida	Didelphidae	249.5	5	568.63755	4684685.014	0.014	0.409271
Marmosa_mexicana	Didelphidae	222.730769230769	5.8	568.63755	938263.4293	0.0495	0.597713
Marmosa_murina	Didelphidae	NA	5.5	568.63755	6533832.896	0.026	0.627695
Marmosa_paraguayanus	Didelphidae	NA	7.855	843.3734222	972040.3846	NA	NA
Marmosa_robinsoni	Didelphidae	256.868421052632	9.75	568.63755	595803.718	0.0567	0.462835
Marmosops_incanus	Didelphidae	215.357142857143	NA	642.840025	611936.0439	0.0623	0.622053
Marmosops_noctivagus	Didelphidae	229.938775510204	NA	642.840025	2114206.247	0.045	0.674349
Marmosops_parvidens	Didelphidae	260.222222222222	4.05	642.840025	1119218.329	0.015	0.312591
Marmosops_paulensis	Didelphidae	NA	NA	642.840025	75561.79308	0.04	0.306947
Marmosops_pinheiroi	Didelphidae	NA	4.05	642.840025	594375.7682	0.026	0.374061
Marmota_broweri	Sciuridae	-118.714285714286	4.635	1976.82975	216450.2986	3.405	2.841842
Marmota_caligata	Sciuridae	-10.6904761904762	4.6	1906.4999	2520224.969	7.23	7.317748
Marmota_flaviventris	Sciuridae	36.4227272727273	4.44	2063.71	1719560.842	3.35	10.95
Marmota_monax	Sciuridae	76.690332326284	4.5	1604.9839	7597205.231	3.8017	0.7265
Marmota_olympus	Sciuridae	38	4	1976.82975	5361.791054	6.3	1.796241
Marmota_sibirica	Sciuridae	-20.7777777777778	4.665	2190	1532442.161	8	6.950154
Marmota_vancouverensis	Sciuridae	74	3.59	2190	6732.171948	6.3	1.886724
Martes_americana	Mustelidae	12.1370481927711	2.73	2227.96	7602149.561	1.25	61
Martes_flavigula	Mustelidae	178.4	2.5	2642.060567	6917515.974	1.8425	7.358266
Martes_foina	Mustelidae	112.462777080719	3.78	2178.563333	12585679.69	1.5408	16.681738
Martes_martes	Mustelidae	83.9799022270505	3.8	2100.94	9892968.138	1.3	15.356074
Martes_melampus	Mustelidae	105.222222222222	NA	1772.805	266191.8648	1	2.562858
Martes_zibellina	Mustelidae	-32.2857142857143	3.13	2087.381433	10017977.56	1.13	27.507786
Mastomys_awashensis	Muridae	NA	NA	639.6318318	14973.26159	0.046	0.234508
Mastomys_coucha	Muridae	183	7.96	624.3996409	1282131.446	0.031	0.488591
Mastomys_erythroleucus	Muridae	262.657142857143	7.96	624.3996409	7187484.846	0.0465	0.894997
Mastomys_huberti	Muridae	267.2	7.96	639.6318318	584964.865	0.0553	0.575236
Mastomys_kollmannspergeri	Muridae	277.4	NA	624.3996409	1611459.055	0.0947	0.975366
Mastomys_natalensis	Muridae	230.482300884956	8.595	624.3996409	16862764.04	0.0364	0.64194
Maxomys_hylomyoides	Muridae	NA	NA	639.6318318	286.4125821	0.0566	0.112432
Maxomys_moi	Muridae	212	NA	639.6318318	38632.90569	0.147	0.561148
Maxomys_musschenbroekii	Muridae	224.909090909091	NA	624.3996409	171617.4047	0.0848	0.564386
Maxomys_panglima	Muridae	242.421052631579	3.54	639.6318318	13311.05555	0.189	0.515105
Maxomys_rajah	Muridae	254.8	3.29	639.6318318	1334910.011	0.1503	1.221312
Maxomys_surifer	Muridae	249.333333333333	3.54	639.6318318	2854798.36	0.1504	1.439714
Maxomys_whiteheadi	Muridae	244.45	3	624.3996409	1339458.365	0.056	0.692911
Mazama_americana	Cervidae	210.390756302521	1.22	2017.365	22187795.68	22.7997	22.069353
Mazama_bororo	Cervidae	NA	NA	2145.09375	240072.6133	25	8.738045
Mazama_gouazoubira	Cervidae	232.894736842105	1	2158.075633	5804638.395	16.3001	13.726798
Mazama_nana	Cervidae	206.616279069767	NA	2293.8365	580152.938	16.4999	8.404477
Mazama_nemorivaga	NA	NA	NA	NA	7747519.982	15	13.954381
Mazama_rufina	Cervidae	101	1.11	2555	54296.71118	25.9998	6.477693
Mazama_temama	Cervidae	259.051282051282	1.22	2305.9325	864397.6981	22	10.737303
Megadontomys_cryophilus	Cricetidae	121	NA	589.3882991	1557.827427	0.032	0.074408
Megadontomys_nelsoni	Cricetidae	NA	NA	589.3882991	5072.268834	0.0801	0.159354
Megadontomys_thomasi	Cricetidae	NA	2.65	766.22453	274.903224	0.111	0.101679
Megaerops_ecaudatus	Pteropodidae	242.545454545455	NA	1825	1290985.795	0.0247	0.27523
Megaloglossus_azagnyi	NA	NA	NA	NA	628200.7277	NA	NA
Megaloglossus_woermanni	Pteropodidae	241.854545454545	1	1553.790873	3161712.121	0.0157	0.260029
Megaptera_novaeangliae	Balaenopteridae	NA	1	8030	150815226.3	30000	10159.5162
Melanomys_caliginosus	Cricetidae	221.719008264463	1.45	589.3882991	775170.5868	0.041	0.514699
Meles_leucurus	Mustelidae	NA	3.11	2376.15	17670344.87	6.25	18.182409
Meles_meles	Mustelidae	96.031862745098	3.11	2161.2481	9787818.359	13	21.047135
Melursus_ursinus	Ursidae	258.4	1.54	3650	2996510.307	93.13	43.044017
Mephitis_mephitis	Mephitidae	136.599675850891	5.1	1735.559295	12281982.29	2.085	15.9
Meriones_libycus	Muridae	185.367924528302	4.97	649.48035	7926154.872	0.0913	1.347192
Meriones_meridianus	Muridae	87.0714285714286	5.6	608.1480167	6233007.492	0.041	0.8073
Meriones_shawi	Muridae	189.615384615385	5.625	608.1480167	625358.3973	0.0906	0.775089
Meriones_tamariscinus	Muridae	65.2	4.125	608.1480167	2568838.74	0.12	1.235968
Meriones_unguiculatus	Muridae	22.9736842105263	5	503.8875	3286359.875	0.0533	0.817538
Mesechinus_dauuricus	Erinaceidae	NA	NA	1202.925238	5026111.762	0.342	2.608591
Mesocricetus_auratus	Cricetidae	171	8.69	787.9135	4722.769046	0.105	0.293756
Mesocricetus_brandti	Cricetidae	NA	8.59	501.24	735025.6702	0.198	1.257994
Mesophylla_macconnelli	Phyllostomidae	246.77	0.99	2064.27635	8930875.334	0.0069	0.313246
Mesoplodon_densirostris	Ziphiidae	NA	1	6460.5	254403645.4	2300	2182.820989
Mesoplodon_europaeus	Ziphiidae	NA	NA	6460.5	46698364.43	5600	2681.836177
Mesoplodon_layardii	Ziphiidae	NA	1	6460.5	87495645.23	1500	1317.085256
Metachirus_nudicaudatus	Didelphidae	236.901098901099	5	843.3734222	10487943.03	0.375	3.223907
Microcebus_berthae	Cheirogaleidae	NA	NA	2053.5145	552.1070617	0.0305	0.0908
Microcebus_griseorufus	Cheirogaleidae	NA	2.41	2053.5145	36277.52101	0.0625	0.338584
Microcebus_lehilahytsara	Cheirogaleidae	NA	NA	2053.5145	3004.021159	0.0465	0.16681
Microcebus_mittermeieri	Cheirogaleidae	NA	NA	2053.5145	311.6931053	0.044	0.099073
Microcebus_murinus	Cheirogaleidae	256.666666666667	2.41	2053.5145	91346.02569	0.06	0.6755
Microcebus_myoxinus	Cheirogaleidae	NA	2.205	2053.5145	31556.79945	0.0475	0.280596
Microcebus_ravelobensis	Cheirogaleidae	NA	NA	2053.5145	3378.019749	0.072	0.219975
Microcebus_rufus	Cheirogaleidae	207.5	2.41	2053.5145	2632.936973	0.0425	0.220684
Microcebus_sambiranensis	Cheirogaleidae	NA	NA	2053.5145	699.4042618	0.044	0.117963
Microcebus_simmonsi	Cheirogaleidae	NA	NA	2053.5145	745.7954298	0.065	0.149686
Microcebus_tanosi	NA	NA	NA	NA	NA	NA	NA
Microcebus_tavaratra	Cheirogaleidae	NA	NA	2053.5145	4184.231517	0.061	0.209438
Microdipodops_pallidus	Heteromyidae	111	3.895	873.5194667	31325.94213	0.0125	0.130053
Micromys_minutus	Muridae	98.5687536571094	5.15	502.66	18245155.7	0.006	0.337278
Micronycteris_buriri	NA	NA	NA	NA	NA	NA	NA
Micronycteris_hirsuta	Phyllostomidae	249.292682926829	0.99	2064.27635	9191992.295	0.012	0.433248
Micronycteris_megalotis	Phyllostomidae	247.6	0.98	2064.27635	12246741.56	0.0061	0.312414
Micronycteris_minuta	Phyllostomidae	251	0.99	2064.27635	12254010.23	0.0065	0.324073
Micropteropus_pusillus	Pteropodidae	245.787610619469	0.99	1553.790873	7097040.812	0.0266	0.414276
Microtus_abbreviatus	Cricetidae	-16.8	2.785	373.6238021	326.8534054	0.062	0.076524
Microtus_agrestis	Cricetidae	90.6974729241877	4.42	465.9675	10789787.81	0.0425	0.1763
Microtus_arvalis	Cricetidae	95.60407239819	5.1	447.605	6841057.809	0.028	0.1016
Microtus_cabrerae	Cricetidae	127.856435643564	NA	373.6238021	120067.0465	0.0525	0.249912
Microtus_californicus	Cricetidae	137.552995391705	4.62	373.6238021	288688.7749	0.0574	0.125538
Microtus_duodecimcostatus	Cricetidae	129.044090056285	2.52	373.6238021	532672.3026	0.023	0.218564
Microtus_felteni	Cricetidae	NA	NA	373.6238021	35757.38253	0.021	0.115999
Microtus_fortis	Cricetidae	35	5.17	373.6238021	1974931.082	0.063	0.505951
Microtus_gerbei	Cricetidae	108.724409448819	NA	373.6238021	219460.0526	0.0205	0.169366
Microtus_guentheri	Cricetidae	131.8	5.96	491.8841	644266.6805	0.054	0.364833
Microtus_irani	Cricetidae	NA	5.235	373.6238021	1656.132119	0.0371	0.081813
Microtus_kikuchii	Cricetidae	90.4166666666667	1.97	373.6238021	2681.147572	0.0217	0.067513
Microtus_levis	Cricetidae	51.8571428571429	5.1	373.6238021	3845102.139	0.0371	0.436117
Microtus_limnophilus	Cricetidae	NA	5.76	373.6238021	941922.568	0.0191	0.223087
Microtus_longicaudus	Cricetidae	45.5723923196679	4.975	373.6238021	4014710.438	0.0467	0.499849
Microtus_lusitanicus	Cricetidae	112.373469387755	2.045	373.6238021	253774.894	0.017	0.1576
Microtus_majori	Cricetidae	136	3.6	373.6238021	142471.2304	0.0245	0.170239
Microtus_maximowiczii	Cricetidae	-8	6.8	373.6238021	1641879.705	0.0417	0.387109
Microtus_middendorffii	Cricetidae	-162	5.725	373.6238021	1678160.931	0.0566	0.460413
Microtus_miurus	Cricetidae	-84.9220183486239	5.96	373.6238021	1419585.967	0.041	0.376648
Microtus_mongolicus	Cricetidae	-17.6	5.1	373.6238021	1038452.547	0.0275	0.278634
Microtus_montanus	Cricetidae	55.0218818380744	5.18	373.6238021	1454871.626	0.0363	0.194906
Microtus_multiplex	Cricetidae	70.875	3	373.6238021	135251.1332	0.0232	0.163346
Microtus_ochrogaster	Cricetidae	105.156893819334	3.8	615.4024	6492023.284	0.038	0.1315
Microtus_oeconomus	Cricetidae	-31.3428362573099	5.76	220.35	18560618.57	0.0344	0.775135
Microtus_pennsylvanicus	Cricetidae	47.7955961778147	5.06	128.9791667	23803069.96	0.0368	0.245
Microtus_sachalinensis	Cricetidae	NA	7.89	373.6238021	45002.33803	0.0541	0.20557
Microtus_savii	Cricetidae	120.555555555556	NA	373.6238021	218686.672	0.02	0.166945
Microtus_socialis	Cricetidae	117.75	5.235	373.6238021	1914220.843	0.048	0.432481
Microtus_tatricus	Cricetidae	NA	2.91	373.6238021	18304.88124	0.04	0.143281
Microtus_thomasi	Cricetidae	173.5	4.32	373.6238021	106967.9176	0.0265	0.167109
Microtus_transcaspicus	Cricetidae	NA	2.1	373.6238021	11356.28046	0.0388	0.127091
Miniopterus_gleni	Vespertilionidae	225.6	NA	1995.6986	NA	0.014	0.348705
Miniopterus_magnater	Vespertilionidae	226.666666666667	1	1995.6986	NA	0.0141	0.350304
Miniopterus_majori	Vespertilionidae	202.5	0.995	1995.6986	NA	0.008	0.243362
Miniopterus_manavi	Vespertilionidae	234.25	NA	1995.6986	NA	0.005	0.179912
Miniopterus_natalensis	Vespertilionidae	187.375	0.995	1995.6986	NA	0.0125	0.324209
Miniopterus_petersoni	Vespertilionidae	NA	NA	1995.6986	NA	0.006	0.20228
Miniopterus_schreibersii	Vespertilionidae	132.724137931034	0.995	1995.6986	NA	0.0111	0.300379
Mirza_coquereli	Cheirogaleidae	NA	1.71	1825	49730.86176	0.308	0.980383
